Date,FOODS,ENERGY,MAT_CHEM,AUTO,IT_SERV,BANKS,FIN_EX_BANKS,REAL_ESTATE
2010-03-31,,,,,,,,
2010-06-30,-0.11845215578840751,-0.11900329206161153,-0.1468267034269033,-0.185701495485608,-0.08393445148515077,-0.16285132105808842,-0.2574421872620629,-0.19859358190217158
2010-09-30,-0.00377216592142382,-0.02879901769086679,-0.014844409148532023,0.028222173486238233,-0.05688737440205216,-0.08894748601649738,-0.08894748601649738,0.07949389036104115
2010-12-31,-0.021391189981317282,0.14780230975247832,0.08867167954602628,0.08018080061030197,0.05803878500709381,0.11907419142000464,0.15481491100412192,0.11382263444028595
2011-03-31,-0.028987536873252395,0.14575314972339015,-0.009165967014080678,0.0024824174932565057,0.0045924305742097715,-0.08338160893905133,-0.07013182377408178,-0.1224234152128858
2011-06-30,0.048108578320031015,-0.06233902098790978,-0.014842573037929796,0.019640565874546212,-0.0337830612436445,-0.015548016388484243,-0.04814934389758285,0.017128218474708135
2011-09-30,0.0276446442544529,-0.2042506018787531,-0.08480480730878526,-0.19242100735486645,-0.07119570216675086,-0.08004270767353638,-0.19586578190171267,-0.1154995572542763
2011-12-31,-0.03907334007807606,0.02177944526403941,-0.05542453399986336,-0.04726872881914268,-0.02446999106195058,-0.06536190529277697,-0.11347415043199582,-0.0840831172105414
2012-03-31,0.14590661005217598,0.10957067102348184,0.1270588781189037,0.27785016918929095,0.08134563945395179,0.20753639407331903,0.30784404574212587,0.3072266685247502
2012-06-30,-0.022773924648552324,-0.1938112859112575,-0.13244972675378008,-0.11476497368580496,-0.039220713153280684,-0.07937358754151269,-0.13610098718615404,-0.04253411429766807
2012-09-30,0.024097551579060905,0.0029254043291047083,-0.05214714387730979,-0.09539767269558297,0.01857638557293484,-0.03090753746307584,-0.02255082552189691,0.04546237407675768
2012-12-31,0.024821653173814795,0.06957692679412197,0.13410070661655915,0.2633262655036823,0.015825041144397645,0.1712994011189064,0.2994546086770491,0.28240501535093543
2013-03-31,0.21563153567548632,0.12371956262471784,0.17749585477583807,0.19919031029171563,0.22988406792805272,0.24556043022875151,0.17492539516848638,0.2595111954850857
2013-06-30,0.078962080804855,-0.08891015795885693,0.07702281910612463,0.15570790827586478,0.13365134704198844,0.054637450154860545,0.1600595758876331,0.06262342320147063
2013-09-30,-0.01745075791673223,0.06371581438610718,0.03788331790230082,0.037163859413242406,0.07440779526033481,0.031223840451533036,0.05078153555435705,0.12450515543202911
2013-12-31,0.05099985280477348,0.08212979694266664,0.04790465981687575,0.061065480616504075,0.1292353500867467,0.0740433872730204,0.12297632546272119,0.09029699365109245
2014-03-31,-0.019709694811563594,-0.05293064225040389,-0.03828564373417365,-0.07769473758803791,-0.07168730055123795,-0.12886435848476374,-0.16819198393963397,-0.21480214908312156
2014-06-30,0.07836430395190952,0.12035544138590382,0.05166141513531208,0.02706932196821832,0.03043713218586319,0.04116577496253271,0.0653476294288371,0.04985456022521895
2014-09-30,-0.009687438155689065,-0.04419408042033979,0.07085593676734447,0.06555803093439039,0.031614856381702694,-0.010133665714803897,-0.05705647184485585,-0.034006367985194075
2014-12-31,0.07622330594958804,-0.07456391653640715,0.1137939097862013,0.0966146467359188,0.03733042891475158,0.04967160979723673,0.0944758034522053,0.03096222560396633
2015-03-31,0.12653691852163895,-0.0015974444291568801,0.11000089521432876,0.08462557837006557,0.12449669841084621,0.08524770810213411,0.10677854150331356,0.08191712246788718
2015-06-30,0.06130443149591258,0.08280590368423368,0.025200613617297307,0.003086422203189443,0.04710807798644723,0.13595563623602835,0.10528549408908994,-0.019858808649603432
2015-09-30,-0.09735099683917703,-0.2908757860127178,-0.14278835584468474,-0.17970556699710727,-0.12094459377511413,-0.15226921172755326,-0.20457959317026742,-0.10567893629417391
2015-12-31,0.13796909697601656,0.09745533615071267,0.13411704417859838,0.1045302956018368,0.10738506398948111,0.017930390718429834,0.08721848064575077,-0.001593625835278445
2016-03-31,-0.019770001401003157,-0.185899378141837,-0.12188981760903772,-0.2007629846966772,-0.04300488344285114,-0.31442309285236547,-0.1974698841040734,-0.08831714431335413
2016-06-30,-0.011715615172562366,-0.05299253014051075,-0.049832373747875636,-0.16102705990882527,-0.03689562728768081,-0.12346841462590241,-0.196670074647038,-0.1304500324010558
2016-09-30,-0.02834405213381075,0.027950394108344767,0.06874953288008179,0.06966845320835624,0.04340645229996021,0.08628103108622831,0.0985808286724481,-0.036794124173221476
2016-12-31,0.022942283428390553,0.22600604363539922,0.1302608600256736,0.18018728233279901,0.056765022804190934,0.2629822841755036,0.2513144282809048,0.17384254828684576
2017-03-31,0.02540243541208831,0.06552747786890833,0.0669968628402362,-0.03449432466899971,0.04095576483682173,-0.019608471388375293,0.007905179507114113,-0.09164780484383783
2017-06-30,0.07469714320711773,-0.07347453956144001,0.06715746632719899,-0.009661910911736626,0.08164655725551029,0.0500323737485413,0.03557993243262558,0.09510323329925896
2017-09-30,-0.016988825586469858,0.09949226728939387,0.04932972879538511,0.0770509328167126,0.020981496684511214,-0.041071740316011685,-0.03322051332785669,-0.04299464161485744
2017-12-31,0.08506243854384898,0.23431685191233598,0.11436549203544288,0.07028043173849063,0.04899708212719922,0.08708571261501241,0.08143155485188558,0.06651711698047258
2018-03-31,-0.08662128531314117,-0.10854016857520676,-0.0465905126387991,-0.06177735969624365,-0.011560822401076365,-0.09334971519994362,-0.042150416912338784,-0.015620011976626103
2018-06-30,0.05168323395186114,0.05037284259317687,0.015008940588501218,-0.01210505702627529,0.027072082298410294,-0.0544163745770625,0.006024114603381037,0.031331516850640284
2018-09-30,-0.06266373643530443,0.19447264548927734,0.05100677511716967,0.025385464694169357,0.08957335563458813,0.05531363798405309,0.04979066450301595,-0.013355791181554721
2018-12-31,-0.08351877374277805,-0.421662055323031,-0.20426658628862704,-0.16505719913999073,-0.2455364510010174,-0.22989273328913917,-0.2019413436636075,-0.11530711169070607
2019-03-31,0.043288087015449506,-0.01961683374605805,0.05373909883078909,0.024591403137323553,0.12982081322798678,0.03220711467044168,0.031830644257619056,0.12167335869054874
2019-06-30,-0.08102841499829694,-0.016500591481936056,-0.0055003311930459375,-0.024591403137323553,0.027047259575770255,-0.06899287148695166,-0.011925183910806325,-0.054215677327555056
2019-09-30,0.004618945856295298,-0.04843996280006735,-0.00980609008963107,0.022057831982229104,0.018373808402134983,-0.02010712329909481,0.0059803681014862775,0.05120513817468364
2019-12-31,0.016174754881372877,0.061489299777788275,0.073495714741588,0.04367939987507086,0.07112204191515659,0.06699964778538003,0.08722430150869265,0.03295191051278579
2020-03-31,-0.08552217343816082,-0.34306261774124813,-0.16120843600309875,-0.24164784745068424,-0.15249778688895788,-0.30761878694953815,-0.22392449629728084,-0.30765327149184607
2020-06-30,0.02476674432249304,0.05797010219620091,0.07997074710789676,0.08701137698963102,0.1437749901486054,0.056144729009101724,0.0587846948944275,0.05657035148839462
2020-09-30,-0.02211070026437767,-0.11821416306120724,0.021359205845445928,-0.027005375669261866,0.08359852325040507,-0.10919929196499112,-0.012042757863182985,-0.0016680571006961742
2020-12-31,0.02581029752884234,0.021753896873644152,0.12312237670978732,0.14403226762232002,0.10205498164902593,0.029994355868192102,0.1009706519789706,0.08937363751980243
